Liczba_Epok_Max,Rozmiar_Populacji,Typ_Tuneli,Konfiguracja,Generacja,Najlepszy_wynik,Czas_s
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,20,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,21,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,22,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,23,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,24,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,25,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,26,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,27,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,28,0.09011909281470248,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,29,0.09011909281470248,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,30,0.09011909281470248,0.3481128215789795
